1.6532667,29.02150353
2.81607516,-15.46797792
2.93342115,-35.13311471
5.01774431,-64.87479366
6.43779316,-77.25424612
9.8408558,21.25047581
11.43997054,-47.55198407
12.09573323,5.28061375
12.27622748,57.81517729
12.53162068,-10.64432885
13.267486,61.12397
18.79633928,-45.53166461
18.94203793,-68.87594481
24.19933977,41.40545871
24.9481863,-56.19644811
24.94921957,-56.19331786
25.62214382,-53.74083096
25.62401052,20.26851268
26.01701307,-15.93747989
26.93681015,63.85250306
34.74376992,-25.94568716
40.63944445,-50.80029309
41.04994423,49.22844852
41.27582834,-18.57262283
43.13386744,-12.76971335
47.26674709,49.61327835
48.01887418,-28.98762199
49.44234773,-62.57532013
49.55341201,-62.50636242
49.84040134,3.37019865
49.9818788,-43.069782
52.34448925,-62.93752894
53.23268538,-9.45826097
54.21826544,0.40166447
55.81208557,-9.76339193
56.71203049,-23.2497228
60.65310113,-0.2689222
62.15257149,38.03973856
63.81799841,-7.65286966
71.90121543,-16.93445569
72.46004544,6.96127453
75.20416394,-5.75367342
76.37773198,-57.47270469
76.8625232,18.64504994
79.78531437,40.09905141
80.63971084,79.23115073
81.10609696,17.38353512
84.29119519,-80.46912071
85.334732,53.48105801
86.11056968,-22.42183736
86.11579424,-22.44838549
87.1455844,-4.09464494
92.56030243,-74.75304398
93.71198477,19.1564479
94.11091294,12.27216323
101.55895815,79.56481071
101.68473723,43.57742456
103.0752106,-5.17371267
103.82777649,25.37569543
105.98881342,-43.60803496
108.95891324,47.23996345
112.48315488,49.6724594
118.06526236,-34.70543992
119.44547625,-60.30307193
124.59977903,-12.63217144
125.0160865,27.21770505
128.21456533,-31.50085138
129.79876921,65.02090642
130.82512655,-38.88238079
133.14921294,28.33082083
133.57477957,-5.43445953
137.21279326,33.88221843
137.59811111,67.13401716
143.91459247,35.81013251
145.56006751,-23.91556723
147.14738062,46.02100739
150.25273698,31.92367028
152.84224979,49.45423639
154.93403005,19.47091277
156.09877488,-74.03161211
157.65658027,55.9805388
157.76961635,82.55865174
157.8409203,-53.71548361
164.86655313,40.43025571
165.83414508,35.96988227
173.62286018,-32.83133966
175.26256779,34.20163378
176.62946889,-40.50035719
177.67382715,1.76472265
178.24486391,37.7186817
182.10340218,-24.7288751
188.01761001,-16.19600517
188.43560105,41.35747815
191.24752068,39.27891615
197.96830761,27.87818397
198.0132679,-37.8030222
198.56310307,-59.10323723
199.21271429,17.01717803
199.60130828,-18.31119382
209.3835765,61.49286115
214.75373205,-25.81542495
216.29915429,51.85074358
218.67007244,29.74512713
219.89609629,-60.83752757
219.90205833,-60.83399269
222.84601534,19.10191326
222.84745194,19.10044994
224.36666997,-21.4154798
226.82527473,24.86919428
230.45062463,-48.31763053
236.00757737,2.51516683
236.61089255,7.35306872
236.87125423,-37.91631192
238.16892104,42.45151747
239.11326123,15.66161681
240.26108537,33.30351096
243.90529281,-8.36943948
246.00537974,-39.19298053
249.08937371,-2.32458695
258.83659854,-26.60169922
258.83743261,-26.60282596
259.05567673,-26.54614905
259.7659898,-46.63623345
260.16486437,32.46774388
260.2515605,-21.11293639
261.25040726,67.30670798
265.09927324,-49.41558313
265.85748,-21.683193
266.03626309,-51.83405322
271.36353505,2.50014628
271.3644289,2.498947
271.59883133,-36.01978628
272.40590088,38.45777723
272.60897375,-62.00222005
273.47430336,64.39728493
291.24249988,11.94441347
293.08995921,69.66117661
296.60666687,33.7275982
297.75684873,10.41572013
300.90585453,29.89680345
301.38652287,-67.32089615
302.18170363,-66.18206744
302.79974487,-36.10120881
303.82246407,-27.03297545
304.3805338,66.85368902
311.52388594,-25.27089754
314.19721527,-26.29637787
316.72474829,38.74941732
316.73026602,38.74204403
319.31362112,-38.86736221
321.61085409,-65.36619807
326.13054144,14.7719398
327.06562985,-47.30361608
330.84022344,-56.78597855
332.53658414,-32.54840842
336.23486946,-57.79745589
338.67348244,-20.70821581
341.67324939,12.17288579
344.10021899,-31.56556405
346.46681577,-35.85307088
348.320729,57.16835662
349.17626483,53.21347482
349.24036453,-62.0011978
354.9876724,5.62629098
