#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#TIC#, RA, DEC, Calibration Level, Mission, Observation ID, Target Name, RA, Dec, Start Time, Exposure Length, Waveband, Filters, Target Classification, Release Date, Instrument, Project, Distance (")
#@string, ra, dec, int, string, string, string, ra, dec, float, float, string, string, string, float, string, string, float
TIC#,RA,DEC,calib_level,obs_collection,obs_id,target_name,s_ra,s_dec,t_min,t_exptime,wavelength_region,filters,target_classification,t_obs_release,instrument_name,project,distance
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwr13051,HD 131156,222.845930155267,19.1024639903677,45079.4969329,899.765,UV,HIGH DISP,,NaN,LWR,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwp25501,HD 131156,222.845931260036,19.1021639917964,49116.7976505,539.73,UV,HIGH DISP,,NaN,LWP,,0
TIC_307754027,101.68473723,43.57742456,2,IUE,lwr02775,HD 48682,101.683913004245,43.5763686790639,43812.4181597,2999.784,UV,HIGH DISP,,NaN,LWR,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwr13115,BOO A,222.845730383,19.102429599,45089.99178,104.739,UV,LOW DISP,,NaN,LWR,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwp02667,HD 131156,222.8462338082,19.1013312479,45719.65534,29.778,UV,LOW DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp17525,HD 131156,222.8462327033,19.101631246,45181.13064,1199.588,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp47686,HD 131156,222.8457314879,19.1021296008,49125.22993,5399.627,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp47718,HD 131156,222.8457314879,19.1021296008,49131.2525,5399.627,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp14997,HD 131156,222.8449313847,19.1024269716,44862.60676,5399.627,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwp08440,WAVCAL  + TFLOOD,222.845930155267,19.1024639903677,46602.2768056,15.851,UV,HIGH DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwp25568,HD 131156,222.845931260036,19.1021639917964,49127.8278935,719.544,UV,HIGH DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwr13797,HD 131156,222.846432476081,19.1016656362236,45179.6571412,569.628,UV,HIGH DISP,,NaN,LWR,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwp02637,HD 131156,222.84643358085,19.1013656376523,45715.1736227,719.544,UV,HIGH DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwr10304,HD 131156,222.845131155685,19.1024613631267,44701.9790046,749.852,UV,HIGH DISP,,NaN,LWR,,0
TIC_458494003,240.26108537,33.30351096,2,IUE,lwr14210,HD 143761,240.262280406674,33.3070284132497,45231.1695255,1799.656,UV,HIGH DISP,,NaN,LWR,,2.49910405088226
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwr12961,HD 131156,222.845131155685,19.1024613631267,45065.0043403,1199.592,UV,HIGH DISP,,NaN,LWR,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp16979,HD 131156,222.845730383,19.102429599,45107.38472,9299.838,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwp08450,HD 131156,222.845930155267,19.1024639903677,46603.2777894,839.557,UV,HIGH DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwp08421,WAVCAL  + TFLOOD,222.845930155267,19.1024639903677,46600.5124421,15.851,UV,HIGH DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp47639,HD 131156,222.8457314879,19.1021296008,49118.32096,2699.544,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp47702,HD 131156,222.8457314879,19.1021296008,49128.27344,4199.499,UV,LOW DISP,,NaN,SWP,,0
TIC_416519065,157.65658027,55.9805388,2,IUE,swp43973,HD 90839,157.6578407929,55.9801406146,48665.31005,13499.467,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwp25502,HD 131156,222.845931260036,19.1021639917964,49116.8617014,719.544,UV,HIGH DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwp08432,HD 131156,222.845930155267,19.1024639903677,46601.3240741,479.519,UV,HIGH DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp47694,HD 131156,222.8457314879,19.1021296008,49127.246,5399.627,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwr11403,HD 131156 A,222.845930155267,19.1024639903677,44838.6948727,899.765,UV,HIGH DISP,,NaN,LWR,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwp08471,HD 131156,222.845930155267,19.1024639903677,46605.2384028,839.557,UV,HIGH DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwr13804,HD 131156,222.846429530013,19.1024656324136,45180.6160532,659.74,UV,HIGH DISP,,NaN,LWR,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp36069,HD 131156,222.8449313847,19.1024269716,47639.50207,2879.768,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp16860,HD 131156,222.845730383,19.102429599,45089.30505,5399.627,UV,LOW DISP,,NaN,SWP,,0
TIC_135656809,243.90529281,-8.36943948,2,IUE,lwp23955,18 SCO,243.9044172512,-8.3683369783,48882.2435,119.48,UV,LOW DISP,,NaN,LWP,,0
TIC_229902025,226.82527473,24.86919428,2,IUE,lwp11178,HD 134083,226.8222155429,24.871331303,46987.17681,16.385,UV,LOW DISP,,NaN,LWP,,2.01705285671064
TIC_296740796,236.61089255,7.35306872,2,IUE,swp28187,HD 141004,236.6116102238,7.3533544782,46538.51019,47.793,UV,LOW DISP,,NaN,SWP,,0
TIC_135656809,243.90529281,-8.36943948,2,IUE,lwp23957,18 SCO,243.9044172512,-8.3683369783,48882.28807,44.523,UV,LOW DISP,,NaN,LWP,,0
TIC_362661163,266.03626309,-51.83405322,2,IUE,lwp22651,HD 160691,266.0362995075,-51.8313520705,48703.0651,65.708,UV,LOW DISP,,NaN,LWP,,0
TIC_362661163,266.03626309,-51.83405322,2,IUE,lwp22652,HD 160691,266.0362995075,-51.8313520705,48703.10359,131.416,UV,LOW DISP,,NaN,LWP,,0
TIC_229902025,226.82527473,24.86919428,2,IUE,lwr16011,HD 134083,226.822423358536,24.8713715615499,45478.7671296,959.567,UV,HIGH DISP,,NaN,LWR,,1.97564934099222
TIC_229902025,226.82527473,24.86919428,2,IUE,swp17341,HD 134083,226.8222155429,24.871331303,45152.87661,10799.793,UV,LOW DISP,,NaN,SWP,,2.01705285671064
TIC_135656809,243.90529281,-8.36943948,2,IUE,lwp23954,18SCO,243.9044172512,-8.3683369783,48882.2183,59.679,UV,LOW DISP,,NaN,LWP,,0
TIC_58092025,249.08937371,-2.32458695,2,IUE,lwr13348,HD 149661,249.087247169766,-2.32304526450012,45119.5915741,1439.618,UV,HIGH DISP,,NaN,LWR,,0
TIC_296740796,236.61089255,7.35306872,2,IUE,swp42022,HD 141004,236.6136062154,7.3541625559,48445.65615,25199.689,UV,LOW DISP,,NaN,SWP,,0
TIC_296740796,236.61089255,7.35306872,2,IUE,swp42220,HD 141004,236.6140015494,7.3552641636,48480.06341,7499.646,UV,LOW DISP,,NaN,SWP,,2.80402175805724
TIC_135656809,243.90529281,-8.36943948,2,IUE,lwp23956,18 SCO,243.9044172512,-8.3683369783,48882.26634,29.778,UV,LOW DISP,,NaN,LWP,,0
TIC_296740796,236.61089255,7.35306872,2,IUE,lwp08049,HD 141004,236.6116102238,7.3533544782,46538.52095,10.527,UV,LOW DISP,,NaN,LWP,,0
TIC_296740796,236.61089255,7.35306872,2,IUE,lwr16313,HD 141004,236.613821967996,7.35417974600521,45522.6706019,1799.656,UV,HIGH DISP,,NaN,LWR,,0.465279794614383
TIC_229902025,226.82527473,24.86919428,2,IUE,lwp19658,HD 134083,226.822423358536,24.8713715615499,48284.0983218,1799.659,UV,HIGH DISP,,NaN,LWP,,1.97564934099222
TIC_229902025,226.82527473,24.86919428,2,IUE,swp40637,HD134083,226.8222155429,24.871331303,48277.00838,5699.864,UV,LOW DISP,,NaN,SWP,,2.01705285671064
TIC_135656809,243.90529281,-8.36943948,2,IUE,lwp23952,18 SCO,243.9044172512,-8.3683369783,48882.17009,29.778,UV,LOW DISP,,NaN,LWP,,0
TIC_30016911,43.13386744,-12.76971335,2,IUE,swp52999,HD 17925,43.1330679192,-12.7694395927,49693.40328,9597.785,UV,LOW DISP,,NaN,SWP,,0
TIC_69889261,338.67348244,-20.70821581,2,IUE,swp28774,SKY BKGD,338.6700448397,-20.706270837,46640.796,5999.691,UV,LOW DISP,,NaN,SWP,,2.89227266002591
TIC_453620177,156.09877488,-74.03161211,2,IUE,lwr04449,HD 90589,156.0998246053,-74.0311893325,43996.65427,4.789,UV,LOW DISP,,NaN,LWR,,0
TIC_343813545,49.84040134,3.37019865,2,IUE,lwp28909,HD 20630,49.8398436979086,3.36996397689071,49580.6714005,1199.063,UV,HIGH DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwr13052,HD 131156,222.845730383,19.102429599,45080.05134,104.739,UV,LOW DISP,,NaN,LWR,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp47664,HD 131156,222.8457314879,19.1021296008,49121.28255,5399.627,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp47723,HD 131156,222.8457314879,19.1021296008,49132.23828,3599.844,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwp19606,HD 131156,222.845131155685,19.1024613631267,48276.3886574,1499.832,UV,HIGH DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp15037,HD 131156,222.8449313847,19.1024269716,44867.49221,5399.627,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp16873,HD 131156,222.845730383,19.102429599,45089.9258,5399.627,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwr02132,HD 131156,222.845730383,19.102429599,43741.62292,49.845,UV,LOW DISP,,NaN,LWR,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwr13086,HD 131156,222.845730383,19.102429599,45086.45942,104.739,UV,LOW DISP,,NaN,LWR,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp17538,HD 131156,222.8462327033,19.101631246,45182.26507,5399.627,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp02347,HD 131156,222.845730383,19.102429599,43741.63633,5399.627,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwr17909,SKY,222.8449313847,19.1024269716,46603.46787,1499.829,UV,LOW DISP,,NaN,LWR,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwr13821,HD 131156,222.8462327033,19.101631246,45182.26295,19.535,UV,LOW DISP,,NaN,LWR,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp35798,HD 131156,222.8466333074,19.1013325616,47602.74818,1499.825,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwp02642,HD 131156,222.8462338082,19.1013312479,45716.67054,29.778,UV,LOW DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwp08451,WAVCAL  + TFLOOD,222.845930155267,19.1024639903677,46603.3730787,15.851,UV,HIGH DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwp02620,HD 131156,222.8462338082,19.1013312479,45713.75594,15.851,UV,LOW DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwr12959,HD 131156,222.845131155685,19.1024613631267,45064.9511227,449.615,UV,HIGH DISP,,NaN,LWR,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp38117,HD 131156,222.8449313847,19.1024269716,47925.52281,6299.518,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp22050,HD 131156,222.8462338082,19.1013312479,45719.63075,5399.497,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp22061,HD 131156,222.8462338082,19.1013312479,45720.69266,5399.087,UV,LOW DISP,,NaN,SWP,,0
TIC_421189312,182.10340218,-24.7288751,2,IUE,swp44996,HD 105452,182.1014759503,-24.7282704693,48798.0799,115.28,UV,LOW DISP,,NaN,SWP,,0
TIC_416519065,157.65658027,55.9805388,2,IUE,swp46817,HD 90839,157.6570479229,55.9804421107,49011.52924,899.761,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwr17910,SKY,222.8449313847,19.1024269716,46603.51087,1799.656,UV,LOW DISP,,NaN,LWR,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwp02650,HD 131156,222.84643358085,19.1013656376523,45717.1521065,719.544,UV,HIGH DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp16840,HD 131156,222.845730383,19.102429599,45086.473,2699.544,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp47659,HD131156,222.8457314879,19.1021296008,49120.40028,4319.512,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp16991,HD 131156,222.845730383,19.102429599,45108.87095,10799.793,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp27361,HD 131156,222.8449313847,19.1024269716,46422.76288,3599.844,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp28538,HD 131156,222.845730383,19.102429599,46605.75332,9599.665,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwr12953,HD 131156,222.845131155685,19.1024613631267,45064.4463542,8999.605,UV,HIGH DISP,,NaN,LWR,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwr05501,HD131156,222.8445318855,19.1024256579,44119.47118,479.516,UV,LOW DISP,,NaN,LWR,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwp02679,HD 131156,222.8462338082,19.1013312479,45720.71023,39.608,UV,LOW DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwr17908,SKY,222.8449313847,19.1024269716,46603.44852,299.701,UV,LOW DISP,,NaN,LWR,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwp02628,HD 131156,222.84643358085,19.1013656376523,45714.1699421,719.544,UV,HIGH DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp47713,HD 131156,222.8457314879,19.1021296008,49130.24999,4799.563,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp28535,HD 131156,222.845730383,19.102429599,46604.89833,11099.62,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp28513,HD 131156,222.845730383,19.102429599,46601.75696,5399.627,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwr13074,HD 131156,222.845930155267,19.1024639903677,45083.9061343,899.765,UV,HIGH DISP,,NaN,LWR,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp16797,HD 131156,222.8453319887,19.1021282871,45079.92862,5399.627,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp27356,HD 131156,222.8449313847,19.1024269716,46421.8417,2219.492,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp09532,HD 131156,222.8449313847,19.1024269716,44437.15152,1799.652,UV,LOW DISP,,NaN,SWP,,0
TIC_307754027,101.68473723,43.57742456,2,IUE,lwp10011,HD 48682,101.6846829595,43.575160216,46820.45022,60.165,UV,LOW DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp17517,HD 131156,222.8462327033,19.101631246,45180.17359,1199.588,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwr13050,HD 131156,222.8453319887,19.1021282871,45079.92153,62.625,UV,LOW DISP,,NaN,LWR,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp22012,BOO A,222.8462338082,19.1013312479,45714.68264,5399.497,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwr13109,HD 131156,222.8453319887,19.1021282871,45089.40417,104.739,UV,LOW DISP,,NaN,LWR,,0
TIC_326242565,41.27582834,-18.57262283,2,IUE,lwp29902,HD 17206,41.2758926396,-18.5726419756,49752.92829,199.762,UV,LOW DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp28508,HD 131156,222.845930155267,19.1024639903677,46599.9180787,44099.32,UV,HIGH DISP,,NaN,SWP,,0
TIC_421189312,182.10340218,-24.7288751,2,IUE,lwp23367,HD 105452,182.1014759503,-24.7282704693,48798.06711,269.634,UV,LOW DISP,,NaN,LWP,,0
TIC_421189312,182.10340218,-24.7288751,2,IUE,swp25924,HD 105452,182.102108553217,-24.7283030449432,46198.3035069,1499.825,UV,HIGH DISP,,NaN,SWP,,0
TIC_458494003,240.26108537,33.30351096,2,IUE,lwr14018,HD 143761,240.262280406674,33.3070284132497,45208.1489931,2399.72,UV,HIGH DISP,,NaN,LWR,,2.49910405088226
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp35240,HD 131156,222.8449313847,19.1024269716,47529.74118,3599.844,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwp02629,HD 131156,222.8462338082,19.1013312479,45714.71299,15.851,UV,LOW DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp28523,HD 131156,222.845730383,19.102429599,46602.74693,7199.279,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwp02619,HD 131156,222.84643358085,19.1013656376523,45713.2129977,719.544,UV,HIGH DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwp02668,HD 131156,222.84643358085,19.1013656376523,45719.2051505,719.544,UV,HIGH DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp40635,HD131156,222.8449313847,19.1024269716,48276.81615,5399.627,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp22044,HD 131156,222.8462338082,19.1013312479,45718.5819,5399.497,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp16841,HD 131156,222.845730383,19.102429599,45086.52759,4199.499,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp16798,HD 131156,222.845730383,19.102429599,45080.01546,2699.544,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp33722,HD131156,222.8449313847,19.1024269716,47320.67267,2399.717,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp22004,BOO A,222.8462338082,19.1013312479,45713.67352,5399.497,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp22025,BOO A,222.8462338082,19.1013312479,45716.63648,5399.087,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwr13108,HD 131156,222.845930155267,19.1024639903677,45088.8707176,899.765,UV,HIGH DISP,,NaN,LWR,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp16814,HD 131156,222.845735539,19.1010296075,45082.3772,3599.844,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwp07365,HD 131156,222.845131155685,19.1024613631267,46422.2461806,599.531,UV,HIGH DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp28525,HD 131156,222.845930155267,19.1024639903677,46602.9177894,29999.254,UV,HIGH DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp28509,WAVCAL  + TFLOOD,222.845930155267,19.1024639903677,46600.4563079,119.473,UV,HIGH DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwp02638,HD 131156,222.8462338082,19.1013312479,45715.71813,19.538,UV,LOW DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwr11553,HD 131156,222.845131155685,19.1024613631267,44862.0834954,899.765,UV,HIGH DISP,,NaN,LWR,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwr13814,HD 131156,222.845933101308,19.1016639941776,45181.3059375,899.765,UV,HIGH DISP,,NaN,LWR,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwp02680,HD 131156,222.84643358085,19.1013656376523,45720.2655903,719.544,UV,HIGH DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp14791,HD 131156 A,222.845930155267,19.1024639903677,44838.5855903,3599.844,UV,HIGH DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp47632,HD 131156,222.8457314879,19.1021296008,49117.33938,3599.305,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwp08439,HD 131156,222.845930155267,19.1024639903677,46602.2292708,599.531,UV,HIGH DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwr13087,HD 131156,222.84593531082,19.1010639970349,45086.0080324,899.765,UV,HIGH DISP,,NaN,LWR,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwr12960,HD 131156,222.845131155685,19.1024613631267,45064.976794,659.74,UV,HIGH DISP,,NaN,LWR,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp16828,HD 131156,222.845730383,19.102429599,45084.4637,3599.305,UV,LOW DISP,,NaN,SWP,,0
TIC_353257675,62.15257149,38.03973856,2,IUE,swp18650,HD 25998,62.1494364511,38.0426456739,45298.3725,3599.844,UV,LOW DISP,,NaN,SWP,,2.92716979335848
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp17016,HD 131156,222.8462338082,19.1013312479,45111.89197,10799.793,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp17533,HD 131156,222.8462327033,19.101631246,45181.82541,5399.627,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp28527,HD 131156,222.845730383,19.102429599,46603.84449,5999.151,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwp25563,HD 131156,222.845931260036,19.1021639917964,49126.813669,719.544,UV,HIGH DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp47736,HD 131156,222.8457314879,19.1021296008,49133.38623,4499.736,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp33721,HD131156,222.8449313847,19.1024269716,47320.41647,3599.844,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwp08420,HD 131156,222.845930155267,19.1024639903677,46600.4348727,3299.491,UV,HIGH DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp27366,BOO A,222.8449313847,19.1024269716,46423.25535,5399.627,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwp15210,HD 131156,222.84683308068,19.1013669513004,47602.270544,1799.659,UV,HIGH DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp47690,HD 131156,222.8457314879,19.1021296008,49126.26763,4199.499,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwp13384,HD 131156,222.845131155685,19.1024613631267,47319.9013079,899.768,UV,HIGH DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwp25554,HD 131156,222.845931260036,19.1021639917964,49125.8218634,719.544,UV,HIGH DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp10892,HD 131156,222.8449313847,19.1024269716,44599.84567,5519.64,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwp07357,HD 131156,222.845131155685,19.1024613631267,46421.3210648,599.531,UV,HIGH DISP,,NaN,LWP,,0
TIC_421189312,182.10340218,-24.7288751,2,IUE,lwr10421,HD 105452,182.101707662518,-24.7283031053278,44717.7799306,899.765,UV,HIGH DISP,,NaN,LWR,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwp25591,HD 131156,222.845931260036,19.1021639917964,49131.7859491,719.544,UV,HIGH DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwp15209,HD 131156,222.84683308068,19.1013669513004,47602.211956,2699.551,UV,HIGH DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp28526,WAVCAL  + TFLOOD,222.845930155267,19.1024639903677,46603.317037,119.473,UV,HIGH DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp22033,HD 131156,222.8462338082,19.1013312479,45717.62116,5399.497,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwr13292,HD 131156,222.846432476081,19.1016656362236,45111.3750694,899.765,UV,HIGH DISP,,NaN,LWR,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp14792,HD 131156 A,222.845930155267,19.1024639903677,44838.7260185,57118.734,UV,HIGH DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp47707,HD 131156,222.8457314879,19.1021296008,49129.26242,4199.499,UV,LOW DISP,,NaN,SWP,,0
TIC_458494003,240.26108537,33.30351096,2,IUE,lwr14173,HD 143761,240.261881050527,33.3070267312739,45226.154213,1799.656,UV,HIGH DISP,,NaN,LWR,,2.13101197126928
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwr13114,HD 131156,222.845930155267,19.1024639903677,45089.4110069,899.765,UV,HIGH DISP,,NaN,LWR,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwp25601,HD 131156,222.845931260036,19.1021639917964,49132.9416551,719.544,UV,HIGH DISP,,NaN,LWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,swp22020,BOO A,222.8462338082,19.1013312479,45715.68722,5399.497,UV,LOW DISP,,NaN,SWP,,0
TIC_1101124559,222.84601534,19.10191326,2,IUE,lwr12962,HD 131156,222.845131155685,19.1024613631267,45065.0380671,3179.599,UV,HIGH DISP,,NaN,LWR,,0
