#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#TIC#, RA, DEC, Calibration Level, Mission, Observation ID, Target Name, RA, Dec, Start Time, Exposure Length, Waveband, Filters, Target Classification, Release Date, Instrument, Project, Distance (")
#@string, ra, dec, int, string, string, string, ra, dec, float, float, string, string, string, float, string, string, float
TIC#,RA,DEC,calib_level,obs_collection,obs_id,target_name,s_ra,s_dec,t_min,t_exptime,wavelength_region,filters,target_classification,t_obs_release,instrument_name,project,distance
TIC_1101124558,222.84745194,19.10044994,2,HST,z3dp010ht,HD131156A,222.8468654422,19.10123046282,50315.321793287,217.6000518799,UV,G140L,STAR;G V-IV;,50680.52560185,HRS/1,HST,2.57207991646488
TIC_1101124558,222.84745194,19.10044994,1,HST,o4vb51xjq,HD131156A-NEW,222.8473869581,19.10045797069,51163.3538225347,1,Optical,G430M,STAR;G V-IV,51528.35383099,STIS/CCD,HST,0.363398688496078
TIC_377415363,239.11326123,15.66161681,3,HST,o6h06l010,HD142860,239.113477113,15.66085088448,52310.6453698264,29.6,UV,G230LB,STAR,52310.97920132,STIS/CCD,HST,2.9453644617965
TIC_105999792,300.90585453,29.89680345,2,HST,o93a5de3q,HD190360,300.9067650491,29.89624789349,53212.7438635417,5.9,Optical,G430L,STAR;G V-IV,53213.12594902,STIS/CCD,HST,0.362534437661131
TIC_377415363,239.11326123,15.66161681,1,HST,o62u11uwq,HD142860,239.1133679241,15.66101403034,52152.9493877662,0.1,Optical,G430M,STAR;F3-F9,54064.1259606,STIS/CCD,HST,1.7884749095477
TIC_377415363,239.11326123,15.66161681,2,HST,o6h06ldaq,HD142860,239.113611579,15.66091799471,52310.648749456,0.7,Optical,G430L,STAR,52310.96886564,STIS/CCD,HST,2.94497857756694
TIC_105999792,300.90585453,29.89680345,2,HST,o93a5de6q,HD190360,300.9067650503,29.89624789146,53212.7469072569,4.5,Optical,G750L,STAR;G V-IV,53213.12630782,STIS/CCD,HST,0.362534437661131
TIC_377415363,239.11326123,15.66161681,3,HST,o6h06l020,HD142860,239.1136115787,15.66091799537,52310.6464809375,29.6,UV,G230LB,STAR,52310.97589115,STIS/CCD,HST,2.9449229273198
TIC_142103211,80.63971084,79.23115073,3,HST,ocr7kw080,CCDFLAT,80.18161080846,79.24456168823,57136.5502195255,50,Optical,G750L,,57136.57277765,STIS/CCD,HST,2.18232237680714
TIC_105999792,300.90585453,29.89680345,2,HST,o93a5de1q,HD190360,300.9068976151,29.89615813049,53212.7280531597,584.6,UV,G230LB,STAR;G V-IV,53213.12524305,STIS/CCD,HST,0.362519868381525
TIC_142103211,80.63971084,79.23115073,2,HST,ocr7kwzxq,HD033564,80.63775081226,79.23168977058,57136.5444672801,2.7,Optical,G430L,STAR;UNDESIGNATED,57136.57135403,STIS/CCD,HST,1.55436042827716
TIC_142103211,80.63971084,79.23115073,2,HST,ocr7kwzzq,HD033564,80.63787895003,79.23182658052,57136.5473143171,1.6,Optical,G750L,STAR;UNDESIGNATED,57136.57194436,STIS/CCD,HST,1.53183309440852
TIC_377415363,239.11326123,15.66161681,3,HST,o6h06l070,CCDFLAT,239.1611971317,15.58758058141,52310.6522798264,10,Optical,G750L,,52310.97637727,STIS/CCD,HST,2.94316282177454
TIC_142103211,80.63971084,79.23115073,2,HST,ocr7kwzyq,HD033564,80.63787894963,79.23182658053,57136.5450691319,2.7,Optical,G430L,STAR;UNDESIGNATED,57136.57188649,STIS/CCD,HST,1.55432724448231
TIC_329574145,271.59883133,-36.01978628,3,HST,o6co07040,HD165185,271.5988596548,-36.01978287897,52170.0040833333,2977,UV,E140M,STAR;G V-IV,52535.18289352,STIS/FUV-MAMA,HST,0.185684695989481
TIC_329574145,271.59883133,-36.01978628,3,HST,o6co07060,HD165185,271.598859651,-36.0197828827,52169.9481111111,1200,UV,E230M,STAR;G V-IV,52535.178044,STIS/NUV-MAMA,HST,0.185684695989481
TIC_105999792,300.90585453,29.89680345,2,HST,o93a5de2q,HD190360,300.9067650472,29.89624789675,53212.7353794792,584.6,UV,G230LB,STAR;G V-IV,53213.12545138,STIS/CCD,HST,0.362519093044317
TIC_377415363,239.11326123,15.66161681,2,HST,o6h06ldbq,HD142860,239.1134771148,15.66085088085,52310.6493050116,0.7,Optical,G430L,STAR,52310.96924758,STIS/CCD,HST,2.94541183376468
TIC_377415363,239.11326123,15.66161681,2,HST,o6h06ldcq,HD142860,239.1134771149,15.66085088062,52310.6510064815,0.6,Optical,G750L,STAR,52310.9710532,STIS/CCD,HST,2.94541183376468
TIC_105999792,300.90585453,29.89680345,2,HST,o93a5de5q,HD190360,300.9068976199,29.89615812232,53212.7462824421,4.5,Optical,G750L,STAR;G V-IV,53213.12623838,STIS/CCD,HST,0.362501546952333
TIC_142103211,80.63971084,79.23115073,2,HST,ocr7kwzvq,HD033564,80.63787894728,79.2318265806,57136.5411569097,44.6,UV,G230LB,STAR;UNDESIGNATED,57136.57099523,STIS/CCD,HST,1.55433271918546
TIC_1101124558,222.84745194,19.10044994,1,HST,o4vb51xiq,HD131156A-NEW,222.8473869556,19.10045797042,51163.3519806713,1,Optical,G430M,STAR;G V-IV,51528.35199075,STIS/CCD,HST,0.363398688496078
TIC_1101124558,222.84745194,19.10044994,3,HST,o4vb51010,HD131156A-NEW,222.8473869611,19.10045797102,51163.3572910532,1800,UV,E230M,STAR;G V-IV,51528.37811334,STIS/NUV-MAMA,HST,0.363370949187774
TIC_377415363,239.11326123,15.66161681,1,HST,o62u11uxq,HD142860,239.1133679252,15.66101402613,52152.9511670486,0.1,Optical,G430M,STAR;F3-F9,54064.21510423,STIS/CCD,HST,1.7884749095477
TIC_1101124558,222.84745194,19.10044994,3,HST,o4vb51020,HD131156A-NEW,222.847387,19.10045797535,51163.4149065972,2450,UV,E140M,STAR;G V-IV,51528.44325225,STIS/FUV-MAMA,HST,0.363266894441448
TIC_377415363,239.11326123,15.66161681,3,HST,o62u11010,HD142860,239.1133679266,15.6610140206,52152.9547777778,1822,UV,E230H,STAR;F3-F9,54063.94685177,STIS/NUV-MAMA,HST,1.78851005965808
TIC_142103211,80.63971084,79.23115073,2,HST,ocr7kwzwq,HD033564,80.63775081185,79.23168977059,57136.5422332176,44.6,UV,G230LB,STAR;UNDESIGNATED,57136.57116884,STIS/CCD,HST,1.55436042827716
TIC_377415363,239.11326123,15.66161681,2,HST,o6h06lddq,HD142860,239.1136115805,15.66091799158,52310.651562037,0.6,Optical,G750L,STAR,52310.97398137,STIS/CCD,HST,2.94498514891069
TIC_142103211,80.63971084,79.23115073,2,HST,ocr7kwa1q,HD033564,80.63775081459,79.23168977051,57136.5478813657,1.6,Optical,G750L,STAR;UNDESIGNATED,57136.57223367,STIS/CCD,HST,1.531835817064
TIC_142103211,80.63971084,79.23115073,2,HST,ocr7kwa2q,HD033564,80.63775081481,79.23168977051,57136.5489117245,1.6,Optical,G750L,STAR;UNDESIGNATED,57136.57236098,STIS/CCD,HST,1.37976346596734
TIC_1101124558,222.84745194,19.10044994,3,HST,le5s10030,HD-131156B,222.8468804576,19.10083421583,58906.0892155093,3054.616,UV,G130M,STAR;CORONA;K V-IV,59088.5346527,COS/FUV,HST,0.228526302218339
TIC_105999792,300.90585453,29.89680345,2,HST,o93a5de4q,HD190360,300.9068976198,29.8961581225,53212.7444998495,5.9,Optical,G430L,STAR;G V-IV,53213.12618051,STIS/CCD,HST,0.362501546952333
TIC_329574145,271.59883133,-36.01978628,3,HST,ocd822010,HD165185,271.5993578126,-36.01976000642,56802.1249915162,300,UV,E230H,STAR;G V-IV,56802.24493061,STIS/NUV-MAMA,HST,1.40750438161429
TIC_1101124558,222.84745194,19.10044994,3,HST,lea910040,HD-131156B,222.8469050142,19.10081301964,59209.9673243403,908,UV,G160M,STAR;CORONA;K V-IV,59392.06401621,COS/FUV,HST,1.38778249411237
TIC_1101124558,222.84745194,19.10044994,3,HST,lea910030,HD-131156B,222.8469050044,19.10081301653,59209.9502754282,940,UV,G130M,STAR;CORONA;K V-IV,59392.06434028,COS/FUV,HST,1.38779321547472
TIC_409104974,79.78531437,40.09905141,2,HST,ocr7kxklq,HD034411,79.78812705334,40.09629651646,57000.8332945255,1.1,Optical,G750L,STAR;UNDESIGNATED,57000.96130775,STIS/CCD,HST,0.646951995343079
TIC_166646191,165.83414508,35.96988227,3,HST,o6h018010,HD095735,165.8337549122,35.96712789902,52313.5543976042,500,UV,G230LB,STAR,52313.96817124,STIS/CCD,HST,0
TIC_409104974,79.78531437,40.09905141,2,HST,ocr7kxkjq,HD034411,79.78802400675,40.09641087031,57000.8304704514,1.9,Optical,G430L,STAR;UNDESIGNATED,57000.96046289,STIS/CCD,HST,0.66945231409508
TIC_166646191,165.83414508,35.96988227,2,HST,o6h018ntq,HD095735,165.8337548709,35.96712785538,52313.5713539005,5,Optical,G750L,STAR,52313.94077538,STIS/CCD,HST,0
TIC_166646191,165.83414508,35.96988227,2,HST,o6h018nsq,HD095735,165.8337548723,35.96712785679,52313.5694324074,19.2,Optical,G430L,STAR,52313.94623829,STIS/CCD,HST,0
TIC_24467943,349.17626483,53.21347482,2,HST,ocr7pzgbq,HD219623,349.1770792575,53.2124547316,57279.9325726505,67.9,UV,G230LB,STAR;UNDESIGNATED,57280.0498379,STIS/CCD,HST,1.49416998118108
TIC_24467943,349.17626483,53.21347482,2,HST,ocr7pzgcq,HD219623,349.1769042723,53.21254588645,57279.9339152431,67.9,UV,G230LB,STAR;UNDESIGNATED,57280.05002314,STIS/CCD,HST,1.49415839502742
TIC_301880196,326.13054144,14.7719398,2,HST,ocr7pqcmq,HD206860,326.1315939805,14.7714519717,57239.1642030093,108.2,UV,G230LB,STAR;UNDESIGNATED,57239.38853004,STIS/CCD,HST,2.74572209984948
TIC_459427073,236.00757737,2.51516683,2,HST,ocr7nxjbq,HD140538,236.0073497967,2.51453842021,57224.309828206,3.2,Optical,G750L,STAR;UNDESIGNATED,57224.55344899,STIS/CCD,HST,1.69806561470428
TIC_24467943,349.17626483,53.21347482,2,HST,ocr7pzghq,HD219623,349.1769042711,53.21254588501,57279.9398874653,2.6,Optical,G750L,STAR;UNDESIGNATED,57280.05083328,STIS/CCD,HST,1.51660589224159
TIC_24467943,349.17626483,53.21347482,2,HST,ocr7pzgdq,HD219623,349.1769042721,53.21254588618,57279.9364152431,4.3,Optical,G430L,STAR;UNDESIGNATED,57280.0503125,STIS/CCD,HST,1.49415839502742
TIC_459427073,236.00757737,2.51516683,2,HST,ocr7nxj7q,HD140538,236.0073497982,2.514538421626,57224.301656713,128.5,UV,G230LB,STAR;UNDESIGNATED,57224.55240727,STIS/CCD,HST,1.6756521415165
TIC_24467943,349.17626483,53.21347482,2,HST,ocr7pzgiq,HD219623,349.176904271,53.21254588489,57279.9409289352,2.6,Optical,G750L,STAR;UNDESIGNATED,57280.05112264,STIS/CCD,HST,1.36456743416175
TIC_301880196,326.13054144,14.7719398,2,HST,ocr7pqcsq,HD206860,326.1315440312,14.77158219112,57239.173578206,3.6,Optical,G750L,STAR;UNDESIGNATED,57239.38982635,STIS/CCD,HST,2.57111114242687
TIC_409104974,79.78531437,40.09905141,2,HST,ocr7kxkhq,HD034411,79.78812705325,40.0962965194,57000.8272067477,42.9,UV,G230LB,STAR;UNDESIGNATED,57000.95993043,STIS/CCD,HST,0.669449860852737
TIC_459427073,236.00757737,2.51516683,2,HST,ocr7nxj8q,HD140538,236.0072206098,2.514487110613,57224.3037052431,128.5,UV,G230LB,STAR;UNDESIGNATED,57224.55269662,STIS/CCD,HST,1.6756378438197
TIC_24467943,349.17626483,53.21347482,2,HST,ocr7pzgfq,HD219623,349.1770792564,53.21245473029,57279.9370400463,4.3,Optical,G430L,STAR;UNDESIGNATED,57280.05037037,STIS/CCD,HST,1.494181261288
TIC_301880196,326.13054144,14.7719398,2,HST,ocr7pqcpq,HD206860,326.13159398,14.77145197082,57239.1696430208,6.2,Optical,G430L,STAR;UNDESIGNATED,57239.38918972,STIS/CCD,HST,2.74571975310705
TIC_459427073,236.00757737,2.51516683,3,HST,ocr7nx080,CCDFLAT,235.9738211893,2.593903459689,57224.3128026273,50,Optical,G750L,,57224.5543865,STIS/CCD,HST,2.62485205697841
TIC_459427073,236.00757737,2.51516683,2,HST,ocr7nxjaq,HD140538,236.0073497969,2.514538420366,57224.3075478356,5.7,Optical,G430L,STAR;UNDESIGNATED,57224.55315964,STIS/CCD,HST,1.6756521415165
TIC_459427073,236.00757737,2.51516683,2,HST,ocr7nxj9q,HD140538,236.0072206095,2.514487110278,57224.3069115394,5.7,Optical,G430L,STAR;UNDESIGNATED,57224.55287029,STIS/CCD,HST,1.6756378438197
TIC_381949122,76.37773198,-57.47270469,3,HST,o5bn01030,HD33262,76.37773438025,-57.4726972931,51299.9364485764,800,UV,E230H,STAR;F3-F9;CORONA,51494.26731474,STIS/NUV-MAMA,HST,0.263734723381721
TIC_166646191,165.83414508,35.96988227,2,HST,o6h018nuq,HD095735,165.833771822,35.96727303631,52313.5719557523,5,Optical,G750L,STAR,52313.95949066,STIS/CCD,HST,0
TIC_301880196,326.13054144,14.7719398,2,HST,ocr7pqcrq,HD206860,326.1315440312,14.77158219119,57239.1725248843,3.6,Optical,G750L,STAR;UNDESIGNATED,57239.38976848,STIS/CCD,HST,2.72318546257094
TIC_24467943,349.17626483,53.21347482,2,HST,ocr7pzggq,HD219623,349.1770792562,53.21245473008,57279.9393085648,2.6,Optical,G750L,STAR;UNDESIGNATED,57280.05077541,STIS/CCD,HST,1.51660077917871
TIC_419015728,26.01701307,-15.93747989,3,HST,o5cy01020,HD10700,26.01682570363,-15.93731573937,51757.1785271644,11588,UV,E140M,STAR;G V-IV,54092.76064808,STIS/FUV-MAMA,HST,0.489737993214623
TIC_166646191,165.83414508,35.96988227,2,HST,o6h018nrq,HD095735,165.8337718337,35.9672730487,52313.5686568634,19.2,Optical,G430L,STAR,52313.94113413,STIS/CCD,HST,0
TIC_166646191,165.83414508,35.96988227,3,HST,o6h018070,CCDFLAT,165.9406096105,35.96603080754,52313.5727194444,10,Optical,G750L,,52313.98489571,STIS/CCD,HST,0
TIC_409104974,79.78531437,40.09905141,2,HST,ocr7kxkmq,HD034411,79.78802400683,40.0964108678,57000.833861956,1.1,Optical,G750L,STAR;UNDESIGNATED,57000.96159711,STIS/CCD,HST,0.64695829365341
TIC_459427073,236.00757737,2.51516683,2,HST,ocr7nxjcq,HD140538,236.0072206085,2.514487109375,57224.310418206,3.2,Optical,G750L,STAR;UNDESIGNATED,57224.55351839,STIS/CCD,HST,1.69807648523058
TIC_459427073,236.00757737,2.51516683,2,HST,ocr7nxjdq,HD140538,236.0072206084,2.514487109287,57224.3114715278,3.2,Optical,G750L,STAR;UNDESIGNATED,57224.55392348,STIS/CCD,HST,1.54604339825633
TIC_301880196,326.13054144,14.7719398,2,HST,ocr7pqcnq,HD206860,326.1315440317,14.77158219208,57239.1660200579,108.2,UV,G230LB,STAR;UNDESIGNATED,57239.3888194,STIS/CCD,HST,2.74571872306179
TIC_409104974,79.78531437,40.09905141,2,HST,ocr7kxknq,HD034411,79.78802400683,40.09641086756,57000.8348919329,1.1,Optical,G750L,STAR;UNDESIGNATED,57000.96189809,STIS/CCD,HST,0.494863331176084
TIC_301880196,326.13054144,14.7719398,2,HST,ocr7pqcoq,HD206860,326.1315440316,14.77158219186,57239.1689948727,6.2,Optical,G430L,STAR;UNDESIGNATED,57239.38912028,STIS/CCD,HST,2.74571872306179
TIC_409104974,79.78531437,40.09905141,2,HST,ocr7kxkiq,HD034411,79.78802400673,40.09641087074,57000.8282601042,42.9,UV,G230LB,STAR;UNDESIGNATED,57000.96027765,STIS/CCD,HST,0.66945231409508
TIC_381949122,76.37773198,-57.47270469,3,HST,o5bn01010,HD33262,76.37773432747,-57.4726973252,51299.8414252315,6000,UV,E140M,STAR;F3-F9;CORONA,51300.80892347,STIS/FUV-MAMA,HST,0.21115857350866
TIC_301880196,326.13054144,14.7719398,2,HST,ocr7pqcqq,HD206860,326.13159398,14.7714519707,57239.1719344907,3.6,Optical,G750L,STAR;UNDESIGNATED,57239.38947907,STIS/CCD,HST,2.72320152562021
TIC_166646191,165.83414508,35.96988227,3,HST,o6h018020,HD095735,165.8337718495,35.96727306541,52313.5609487269,500,UV,G230LB,STAR,52313.98999996,STIS/CCD,HST,0
TIC_381949122,76.37773198,-57.47270469,3,HST,o5bn01040,HD33262,76.37773438871,-57.47269728796,51299.9516681713,255,UV,E230H,STAR;F3-F9;CORONA,51494.26936342,STIS/NUV-MAMA,HST,0.263767146646664
TIC_409104974,79.78531437,40.09905141,2,HST,ocr7kxkkq,HD034411,79.78812705333,40.09629651688,57000.8310608449,1.9,Optical,G430L,STAR;UNDESIGNATED,57000.96087956,STIS/CCD,HST,0.669449860852737
TIC_419015728,26.01701307,-15.93747989,3,HST,o5cy01010,HD10700,26.01682579072,-15.93731573937,51757.1244530903,1862,UV,E140M,STAR;G V-IV,54093.22780094,STIS/FUV-MAMA,HST,0.489488025342853
TIC_381949122,76.37773198,-57.47270469,3,HST,o5bn01020,HD33262,76.37773437047,-57.47269729904,51299.9188559838,1000,UV,E230M,STAR;F3-F9;CORONA,51300.76800924,STIS/NUV-MAMA,HST,0.276765212621554
TIC_3962869,12.53162068,-10.64432885,3,HST,o6h06i070,CCDFLAT,12.44966065338,-10.61261343271,52291.9763883449,10,Optical,G750L,,52292.3074768,STIS/CCD,HST,0.390940115625358
TIC_38511251,55.81208557,-9.76339193,3,HST,o6mr01020,HD23249,55.81199908242,-9.76272202202,52721.4170023148,8613,UV,E140M,STAR;K V-IV,54114.39464115,STIS/FUV-MAMA,HST,2.61674944125146
TIC_157966796,218.67007244,29.74512713,3,HST,o4ao12010,HD128167,218.6700421462,29.74511523259,51296.7694578356,1200,UV,E230H,STAR;F0-F2,51662.78334487,STIS/NUV-MAMA,HST,0.147007350026292
TIC_121078878,56.71203049,-23.2497228,3,HST,o4ao11020,HD23754,56.71207460599,-23.24957451762,51174.4318510417,194,UV,E230H,STAR;F3-F9,51539.43408567,STIS/NUV-MAMA,HST,0.628751526545256
TIC_157966796,218.67007244,29.74512713,1,HST,o4ao12ipq,HD128167,218.6700421475,29.74511523109,51296.7637200231,1,Optical,G430M,STAR;F0-F2,51662.7637268,STIS/CCD,HST,0.147007350026292
TIC_121078878,56.71203049,-23.2497228,3,HST,o4ao11040,HD23754,56.71207458805,-23.24957453478,51174.4838995718,1440,UV,E230H,STAR;F3-F9,51539.50055555,STIS/NUV-MAMA,HST,0.628720548580902
TIC_3962869,12.53162068,-10.64432885,3,HST,o6h06i020,HD004813,12.53140990126,-10.64459763633,52291.9696872338,98.6,UV,G230LB,STAR,52292.31108799,STIS/CCD,HST,0.391095776423793
TIC_233121747,273.47430336,64.39728493,2,HST,ocr7ohdkq,HD168151,273.4780148903,64.3974692913,57594.4753928588,31.5,UV,G230LB,STAR;UNDESIGNATED,57594.55917816,STIS/CCD,HST,2.06780939341917
TIC_38511251,55.81208557,-9.76339193,3,HST,o6mr01010,HD23249,55.81199907059,-9.762722067754,52721.3625115741,1837,UV,E140M,STAR;K V-IV,54114.51782406,STIS/FUV-MAMA,HST,2.61661135929882
TIC_121078878,56.71203049,-23.2497228,3,HST,o4ao11010,HD23754,56.71207461231,-23.24957451156,51174.4135062153,1200,UV,E230H,STAR;F3-F9,51539.42738422,STIS/NUV-MAMA,HST,0.628782506777909
TIC_3962869,12.53162068,-10.64432885,2,HST,o6h06in5q,HD004813,12.53140990109,-10.64459763643,52291.9727657407,2.3,Optical,G430L,STAR,52292.29499995,STIS/CCD,HST,0.391128829363225
TIC_233121747,273.47430336,64.39728493,2,HST,ocr7ohdmq,HD168151,273.4777046087,64.39750551924,57594.4784021181,2.4,Optical,G430L,STAR;UNDESIGNATED,57594.55890032,STIS/CCD,HST,2.06781157354616
TIC_3962869,12.53162068,-10.64432885,3,HST,o6h06i010,HD004813,12.5314756604,-10.64446690485,52291.9677657407,98.6,UV,G230LB,STAR,52292.30496526,STIS/CCD,HST,0.391548231894055
TIC_157966796,218.67007244,29.74512713,1,HST,o4ao12iqq,HD128167,218.670042147,29.74511523173,51296.7655500347,1,Optical,G430M,STAR;F0-F2,51662.76555547,STIS/CCD,HST,0.147007350026292
TIC_121078878,56.71203049,-23.2497228,3,HST,o4ao11030,HD23754,56.71207459384,-23.24957452924,51174.4669321759,1062,UV,E230H,STAR;F3-F9,51539.47921299,STIS/NUV-MAMA,HST,0.628720548580902
TIC_3962869,12.53162068,-10.64432885,2,HST,o6h06in7q,HD004813,12.53147565971,-10.64446690526,52291.9750690972,2.1,Optical,G750L,STAR,52292.29840281,STIS/CCD,HST,0.391585890279869
TIC_3962869,12.53162068,-10.64432885,2,HST,o6h06in6q,HD004813,12.53147565974,-10.64446690524,52291.9733446412,2.3,Optical,G430L,STAR,52292.27806705,STIS/CCD,HST,0.391585890279869
TIC_233121747,273.47430336,64.39728493,2,HST,ocr7ohdpq,HD168151,273.4777046097,64.39750551888,57594.4818162037,1.5,Optical,G750L,STAR;UNDESIGNATED,57594.55890032,STIS/CCD,HST,2.04531483458715
TIC_121078878,56.71203049,-23.2497228,1,HST,o4ao11m8q,HD23754,56.71207461394,-23.24957451001,51174.4095988079,1,Optical,G430M,STAR;F3-F9,51539.4096064,STIS/CCD,HST,0.628782506777909
TIC_121078878,56.71203049,-23.2497228,1,HST,o4ao11m7q,HD23754,56.71207461517,-23.24957450883,51174.4077565972,1,Optical,G430M,STAR;F3-F9,51539.40776611,STIS/CCD,HST,0.628782506777909
TIC_233121747,273.47430336,64.39728493,2,HST,ocr7ohdlq,HD168151,273.4777046086,64.39750551929,57594.4763187847,31.5,UV,G230LB,STAR;UNDESIGNATED,57594.55890032,STIS/CCD,HST,2.06781066278671
TIC_157966796,218.67007244,29.74512713,3,HST,o4ao12020,HD128167,218.6700421434,29.7451152359,51296.7878026273,211,UV,E230H,STAR;F0-F2,51662.79024302,STIS/NUV-MAMA,HST,0.147019466967887
TIC_157966796,218.67007244,29.74512713,3,HST,o4ao12040,HD128167,218.6700421352,29.74511524541,51296.8405456019,1440,UV,E230H,STAR;F0-F2,51662.8572106,STIS/NUV-MAMA,HST,0.14700216274479
TIC_9150015,60.65310113,-0.2689222,2,HST,ocr7kscbq,HD025457,60.65367265908,-0.2701193697619,57032.1404945255,2.1,Optical,G750L,STAR;UNDESIGNATED,57032.60894672,STIS/CCD,HST,2.95811188696908
TIC_233121747,273.47430336,64.39728493,2,HST,ocr7ohdnq,HD168151,273.4780148912,64.39746929096,57594.4790039699,2.4,Optical,G430L,STAR;UNDESIGNATED,57594.55905084,STIS/CCD,HST,2.06780939341917
TIC_3962869,12.53162068,-10.64432885,2,HST,o6h06in8q,HD004813,12.53140990066,-10.64459763669,52291.9756476042,2.1,Optical,G750L,STAR,52292.29487264,STIS/CCD,HST,0.391128829363225
TIC_233121747,273.47430336,64.39728493,2,HST,ocr7ohdqq,HD168151,273.4777046098,64.39750551885,57594.4828465625,1.5,Optical,G750L,STAR;UNDESIGNATED,57594.55896977,STIS/CCD,HST,1.8932451952215
TIC_1101124558,222.84745194,19.10044994,3,HST,lemb10040,HD-131156B,222.8469338658,19.10078366644,59710.1149164005,948,UV,G160M,STAR;CORONA;K V-IV,59894.61065965,COS/FUV,HST,2.74680577324433
TIC_1101124558,222.84745194,19.10044994,3,HST,lemb10030,HD-131156B,222.846933876,19.10078366467,59710.0983308681,900,UV,G130M,STAR;CORONA;K V-IV,59894.61019663,COS/FUV,HST,2.74678204872169
TIC_1101124558,222.84745194,19.10044994,3,HST,le5s10040,HD-131156B,222.8468804548,19.10083422301,58906.1062640394,3999.232,UV,G160M,STAR;CORONA;K V-IV,59088.53502312,COS/FUV,HST,0.228511660217025
TIC_329574145,271.59883133,-36.01978628,3,HST,o6co07050,HD165185,271.5988596522,-36.01978288155,52169.9662477662,864,UV,E140M,STAR;G V-IV,52535.18289352,STIS/FUV-MAMA,HST,0.185684695989481
TIC_57611256,173.62286018,-32.83133966,3,HST,ocvi46010,WD1132-325,173.6233636367,-32.83025763744,57511.0809233449,2325.19775,UV,G230L,STAR;DC,57511.24505792,STIS/NUV-MAMA,HST,0.920336687866711
TIC_417762326,129.79876921,65.02090642,1,HST,obq202joq,HD72905,129.7985730218,65.02120917955,56195.0904764699,0.1,Optical,G430M,STAR;G V-IV,56560.32451383,STIS/CCD,HST,1.0727894658636
TIC_350673608,246.00537974,-39.19298053,3,HST,odlq03010,HD147513,246.005797236,-39.1929579131,58360.217500081,1886,UV,E230H,STAR;EXTRA-SOLAR PLANETARY SYSTE,58542.38531247,STIS/NUV-MAMA,HST,1.05731802542651
TIC_350673608,246.00537974,-39.19298053,1,HST,odlq03rkq,HD147513,246.0057972355,-39.19295791402,58360.2120997338,0.2,Optical,G430M,STAR;EXTRA-SOLAR PLANETARY SYSTE,58542.38475692,STIS/CCD,HST,1.05731802542651
TIC_238432056,1.6532667,29.02150353,3,HST,o61t01010,HD166,1.65335117209,29.02147600496,51802.2059008912,2339,UV,E140M,STAR;K V-IV,54096.06521987,STIS/FUV-MAMA,HST,0.459796358336396
TIC_471011144,219.89609629,-60.83752757,3,HST,o47q010e0,HD128620,219.9056995948,-60.83416900816,50938.5693489236,2,Optical,G430M,EXT-STAR;;CALIBRATION,50941.6010069,STIS/CCD,HST,0
TIC_471011144,219.89609629,-60.83752757,3,HST,o47q010g0,HD128620,219.9056995657,-60.83416900497,50938.5716637384,3,Optical,G430M,EXT-STAR;;CALIBRATION,50941.60415497,STIS/CCD,HST,0
TIC_471011144,219.89609629,-60.83752757,3,HST,o47q010b0,HD128620,219.9056996588,-60.83416901519,50938.564256331,0.8000001,Optical,G430M,EXT-STAR;;CALIBRATION,50941.60001147,STIS/CCD,HST,0
TIC_471011144,219.89609629,-60.83752757,3,HST,o47q01040,HD128620,219.9056998306,-60.83416903404,50938.550587037,2.5,Optical,G430M,EXT-STAR;;CALIBRATION,50941.58949065,STIS/CCD,HST,0
TIC_471011144,219.89609629,-60.83752757,3,HST,o47q01070,HD128620,219.9056997928,-60.83416902989,50938.5535962963,3,Optical,G430M,EXT-STAR;;CALIBRATION,50941.5881249,STIS/CCD,HST,0
TIC_471011144,219.89609629,-60.83752757,3,HST,o47q01060,HD128620,219.9056998015,-60.83416903085,50938.5529018866,2.4,Optical,G430M,EXT-STAR;;CALIBRATION,50941.58726846,STIS/CCD,HST,0
TIC_471011144,219.89609629,-60.83752757,3,HST,o47q010f0,HD128620,219.9056995802,-60.83416900656,50938.570506331,2.5,Optical,G430M,EXT-STAR;;CALIBRATION,50941.60429391,STIS/CCD,HST,0
TIC_471011144,219.89609629,-60.83752757,3,HST,o47q01050,HD128620,219.905699816,-60.83416903245,50938.5517444444,3,Optical,G430M,EXT-STAR;;CALIBRATION,50941.59102997,STIS/CCD,HST,0
TIC_471011144,219.89609629,-60.83752757,3,HST,o5i301030,HD128620,219.9035201948,-60.83395569716,51313.6906506134,80,Optical,G430M,EXT-STAR;;CALIBRATION,51314.11548613,STIS/CCD,HST,0
TIC_471011144,219.89609629,-60.83752757,3,HST,o47q01020,HD128620,219.9056998655,-60.83416903788,50938.5478092593,1.4,Optical,G430M,EXT-STAR;;CALIBRATION,50941.5370254,STIS/CCD,HST,0
TIC_471011144,219.89609629,-60.83752757,3,HST,o47q010j0,HD128620,219.9060782072,-60.83433762395,50938.5787237269,5,UV,G230LB,EXT-STAR;;CALIBRATION,50941.52680546,STIS/CCD,HST,0
TIC_471011144,219.89609629,-60.83752757,3,HST,o5i301050,HD128620,219.9035201235,-60.83395568692,51313.6963913542,80,Optical,G430M,EXT-STAR;;CALIBRATION,51314.11583335,STIS/CCD,HST,0
